name,score,state,timestamp
京城81号2,1.48514851485,1,2017-07-17
京城81号2,0.0671140939597,0,2017-07-18
京城81号2,1.27516778523,1,2017-07-18
京城81号2,0.0,0,2017-07-19
京城81号2,2.22222222222,1,2017-07-19
京城81号2,0.487804878049,0,2017-07-20
京城81号2,1.21951219512,1,2017-07-20
京城81号2,0.289855072464,0,2017-07-21
京城81号2,1.15942028986,1,2017-07-21
京城81号2,0.37037037037,0,2017-07-22
京城81号2,1.48148148148,1,2017-07-22
京城81号2,0.547945205479,0,2017-07-23
京城81号2,0.821917808219,1,2017-07-23
京城81号2,0.25641025641,0,2017-07-24
京城81号2,1.02564102564,1,2017-07-24
京城81号2,0.47619047619,0,2017-07-25
京城81号2,0.952380952381,1,2017-07-25
京城81号2,1.02941176471,0,2017-07-26
京城81号2,0.882352941176,1,2017-07-26
京城81号2,0.769230769231,0,2017-07-27
京城81号2,0.384615384615,1,2017-07-27
京城81号2,1.0,0,2017-07-28
京城81号2,0.0,1,2017-07-28
京城81号2,0.0,0,2017-07-29
京城81号2,2.22222222222,1,2017-07-29
京城81号2,0.0,0,2017-07-30
京城81号2,1.11111111111,1,2017-07-30
京城81号2,0.0,0,2017-07-31
京城81号2,1.33333333333,1,2017-07-31
京城81号2,0.0,0,2017-08-01
京城81号2,1.11111111111,1,2017-08-01
京城81号2,0.0,0,2017-08-02
京城81号2,1.66666666667,1,2017-08-02
京城81号2,0.0,0,2017-08-03
京城81号2,1.42857142857,1,2017-08-03
京城81号2,0.0,0,2017-08-04
京城81号2,5.0,1,2017-08-04
绣春刀2,0.31746031746,0,2017-07-19
绣春刀2,0.793650793651,1,2017-07-19
绣春刀2,0.416356877323,0,2017-07-20
绣春刀2,0.724907063197,1,2017-07-20
绣春刀2,0.383947185546,0,2017-07-21
绣春刀2,0.797428769979,1,2017-07-21
绣春刀2,0.459563234941,0,2017-07-22
绣春刀2,0.697144228462,1,2017-07-22
绣春刀2,0.435026348245,0,2017-07-23
绣春刀2,0.735508465075,1,2017-07-23
绣春刀2,0.424300867888,0,2017-07-24
绣春刀2,0.746142719383,1,2017-07-24
绣春刀2,0.402443406396,0,2017-07-25
绣春刀2,0.781530722242,1,2017-07-25
绣春刀2,0.408991570403,0,2017-07-26
绣春刀2,0.753980643147,1,2017-07-26
绣春刀2,0.451948051948,0,2017-07-27
