actorname,datestamp,moviename,score,sentiment
姜武,2017-05-03,拆弹专家,10.0,1
姜武,2017-05-03,拆弹专家,9.0,1
姜武,2017-05-03,拆弹专家,10.0,0
刘德华,2017-05-03,拆弹专家,7.0,1
姜武,2017-05-03,拆弹专家,9.0,1
刘德华,2017-05-03,拆弹专家,9.0,1
吴卓羲,2017-05-03,拆弹专家,9.0,1
姜武,2017-05-03,拆弹专家,8.0,1
邱礼涛,2017-05-03,拆弹专家,6.0,1
刘德华,2017-05-03,拆弹专家,6.0,1
姜皓文,2017-05-03,拆弹专家,6.0,1
姜皓文,2017-05-03,拆弹专家,6.0,1
刘德华,2017-05-03,拆弹专家,10.0,1
姜武,2017-05-03,拆弹专家,10.0,0
姜武,2017-05-03,拆弹专家,10.0,1
刘德华,2017-05-03,拆弹专家,10.0,0
姜武,2017-05-03,拆弹专家,10.0,0
刘德华,2017-05-02,拆弹专家,8.0,0
姜武,2017-05-02,拆弹专家,10.0,1
刘德华,2017-05-02,拆弹专家,3.0,0
刘德华,2017-05-02,拆弹专家,10.0,1
姜武,2017-05-02,拆弹专家,10.0,1
刘德华,2017-05-02,拆弹专家,6.0,1
刘德华,2017-05-02,拆弹专家,8.0,0
姜武,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,9.0,0
刘德华,2017-05-02,拆弹专家,10.0,0
黄日华,2017-05-02,拆弹专家,10.0,0
姜武,2017-05-02,拆弹专家,10.0,0
刘德华,2017-05-02,拆弹专家,9.0,0
姜武,2017-05-02,拆弹专家,8.0,1
刘德华,2017-05-02,拆弹专家,6.0,0
姜武,2017-05-02,拆弹专家,6.0,0
吴卓羲,2017-05-02,拆弹专家,6.0,0
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
姜武,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,7.0,1
姜武,2017-05-02,拆弹专家,7.0,1
姜武,2017-05-02,拆弹专家,7.0,0
刘德华,2017-05-02,拆弹专家,7.0,1
刘德华,2017-05-02,拆弹专家,8.0,1
姜武,2017-05-02,拆弹专家,8.0,0
刘德华,2017-05-02,拆弹专家,8.0,1
刘德华,2017-05-02,拆弹专家,8.0,1
刘德华,2017-05-02,拆弹专家,8.0,1
刘德华,2017-05-02,拆弹专家,8.0,1
姜武,2017-05-02,拆弹专家,8.0,0
姜武,2017-05-02,拆弹专家,8.0,0
刘德华,2017-05-02,拆弹专家,8.0,0
刘德华,2017-05-02,拆弹专家,8.0,0
刘德华,2017-05-02,拆弹专家,8.0,0
宋佳,2017-05-02,拆弹专家,6.0,0
刘德华,2017-05-02,拆弹专家,6.0,1
刘德华,2017-05-02,拆弹专家,6.0,1
刘德华,2017-05-02,拆弹专家,6.0,1
刘德华,2017-05-02,拆弹专家,6.0,1
姜武,2017-05-02,拆弹专家,6.0,0
刘德华,2017-05-02,拆弹专家,4.0,0
刘德华,2017-05-02,拆弹专家,10.0,1
刘德华,2017-05-02,拆弹专家,10.0,0
姜武,2017-05-02,拆弹专家,6.0,1
刘德华,2017-05-02,拆弹专家,10.0,0
姜武,2017-05-02,拆弹专家,7.0,0
刘德华,2017-05-02,拆弹专家,9.0,1
刘德华,2017-05-02,拆弹专家,10.0,1
姜武,2017-05-02,拆弹专家,9.0,0
吴卓羲,2017-05-02,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,7.0,1
姜武,2017-05-01,拆弹专家,7.0,1
刘德华,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,0
吴卓羲,2017-05-01,拆弹专家,9.0,0
王紫逸,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
黄日华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
黄日华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,0
黄日华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,9.0,1
姜武,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜皓文,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,7.0,1
姜武,2017-05-01,拆弹专家,7.0,0
张继聪,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,5.0,0
姜武,2017-05-01,拆弹专家,10.0,0
蔡瀚亿,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,9.0,1
姜武,2017-05-01,拆弹专家,9.0,1
姜皓文,2017-05-01,拆弹专家,9.0,1
黄日华,2017-05-01,拆弹专家,9.0,1
廖启智,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
姜武,2017-05-01,拆弹专家,8.0,0
吴卓羲,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,1
姜武,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,1
姜武,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,5.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,7.0,1
姜武,2017-05-01,拆弹专家,10.0,0
宋佳,2017-05-01,拆弹专家,8.0,1
姜武,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,10.0,1
宋佳,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
宋佳,2017-05-01,拆弹专家,7.0,0
蔡瀚亿,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
姜武,2017-05-01,拆弹专家,8.0,0
黄日华,2017-05-01,拆弹专家,8.0,0
吴卓羲,2017-05-01,拆弹专家,8.0,0
宋佳,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜皓文,2017-05-01,拆弹专家,9.0,0
姜皓文,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜皓文,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,1
刘德华,2017-05-01,拆弹专家,7.0,1
刘德华,2017-05-01,拆弹专家,7.0,1
宋佳,2017-05-01,拆弹专家,7.0,1
刘德华,2017-05-01,拆弹专家,8.0,0
姜武,2017-05-01,拆弹专家,10.0,0
吴卓羲,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,0
张继聪,2017-05-01,拆弹专家,5.0,0
姜武,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
姜武,2017-05-01,拆弹专家,8.0,0
吴卓羲,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,8.0,1
吴卓羲,2017-05-01,拆弹专家,9.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,7.0,0
姜武,2017-05-01,拆弹专家,9.0,0
姜武,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,9.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,8.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
宋佳,2017-05-01,拆弹专家,10.0,0
吴卓羲,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,7.0,0
姜武,2017-05-01,拆弹专家,7.0,0
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
吴卓羲,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,10.0,1
姜武,2017-05-01,拆弹专家,10.0,0
姜武,2017-05-01,拆弹专家,10.0,1
刘德华,2017-05-01,拆弹专家,6.0,0
刘德华,2017-05-01,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,0
宋佳,2017-04-30,拆弹专家,9.0,0
宋佳,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
吴卓羲,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜皓文,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
姜武,2017-04-30,拆弹专家,9.0,1
姜武,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
蔡瀚亿,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,10.0,0
宋佳,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,0
黄日华,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
宋佳,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,7.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜皓文,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
宋佳,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
吴卓羲,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,8.0,1
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,1
邱礼涛,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
姜武,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
姜武,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,10.0,1
吴卓羲,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,7.0,1
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,8.0,0
宋佳,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
姜皓文,2017-04-30,拆弹专家,9.0,0
吴卓羲,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,7.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
石修,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
姜武,2017-04-30,拆弹专家,9.0,1
姜武,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
刘德华,2017-04-30,拆弹专家,9.0,1
姜武,2017-04-30,拆弹专家,9.0,0
姜皓文,2017-04-30,拆弹专家,8.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
姜武,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,9.0,0
姜武,2017-04-30,拆弹专家,9.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
宋佳,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
吴卓羲,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,0
刘德华,2017-04-30,拆弹专家,10.0,1
姜武,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
刘德华,2017-04-30,拆弹专家,10.0,1
蔡瀚亿,2017-04-30,拆弹专家,10.0,1
姜皓文,2017-04-30,拆弹专家,8.0,0
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
刘德华,2017-04-30,拆弹专家,6.0,1
姜武,2017-04-30,拆弹专家,6.0,0
吴卓羲,2017-04-30,拆弹专家,6.0,0
石修,2017-04-30,拆弹专家,6.0,0
廖启智,2017-04-30,拆弹专家,6.0,0
刘德华,2017-04-29,拆弹专家,8.0,1
姜武,2017-04-29,拆弹专家,9.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
姜武,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
宋佳,2017-04-29,拆弹专家,7.0,1
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,9.0,0
姜武,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,9.0,0
姜武,2017-04-29,拆弹专家,7.0,1
刘德华,2017-04-29,拆弹专家,7.0,0
姜武,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
宋佳,2017-04-29,拆弹专家,8.0,1
姜武,2017-04-29,拆弹专家,10.0,0
吴卓羲,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,8.0,0
姜武,2017-04-29,拆弹专家,10.0,1
姜武,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,5.0,0
刘德华,2017-04-29,拆弹专家,5.0,0
刘德华,2017-04-29,拆弹专家,5.0,0
姜武,2017-04-29,拆弹专家,5.0,0
蔡瀚亿,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,9.0,0
吴卓羲,2017-04-29,拆弹专家,8.0,0
宋佳,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,10.0,1
姜武,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,6.0,0
黄日华,2017-04-29,拆弹专家,6.0,0
姜武,2017-04-29,拆弹专家,10.0,1
姜武,2017-04-29,拆弹专家,10.0,1
刘德华,2017-04-29,拆弹专家,10.0,0
姜武,2017-04-29,拆弹专家,10.0,0
姜武,2017-04-29,拆弹专家,8.0,1
刘德华,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,8.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
黄日华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,10.0,0
刘德华,2017-04-29,拆弹专家,1.0,0
刘德华,2017-04-29,拆弹专家,7.0,1
刘德华,2017-04-29,拆弹专家,7.0,1
刘德华,2017-04-29,拆弹专家,7.0,1
刘德华,2017-04-29,拆弹专家,7.0,1
宋佳,2017-04-29,拆弹专家,7.0,0
