actorname,datestamp,moviename,score,sentiment
岳云鹏,2017-02-05,大闹天竺,7.0,0
岳云鹏,2017-02-05,大闹天竺,7.0,0
王宝强,2017-02-05,大闹天竺,7.0,0
王宝强,2017-02-05,大闹天竺,10.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,8.0,1
岳云鹏,2017-02-05,大闹天竺,8.0,1
岳云鹏,2017-02-05,大闹天竺,8.0,1
岳云鹏,2017-02-05,大闹天竺,8.0,1
王宝强,2017-02-05,大闹天竺,10.0,0
岳云鹏,2017-02-05,大闹天竺,8.0,0
王宝强,2017-02-05,大闹天竺,2.0,0
白客,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,6.0,0
王宝强,2017-02-05,大闹天竺,6.0,0
王宝强,2017-02-05,大闹天竺,6.0,0
柳岩,2017-02-05,大闹天竺,6.0,0
岳云鹏,2017-02-05,大闹天竺,6.0,0
王宝强,2017-02-05,大闹天竺,7.0,0
王宝强,2017-02-05,大闹天竺,7.0,0
白客,2017-02-05,大闹天竺,7.0,0
白客,2017-02-05,大闹天竺,7.0,0
白客,2017-02-05,大闹天竺,7.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
岳云鹏,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,5.0,0
白客,2017-02-05,大闹天竺,5.0,0
岳云鹏,2017-02-05,大闹天竺,5.0,0
岳云鹏,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,5.0,0
白客,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,9.0,0
白客,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,10.0,0
岳云鹏,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,5.0,0
王宝强,2017-02-05,大闹天竺,7.0,1
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,1.0,0
王宝强,2017-02-05,大闹天竺,9.0,0
王宝强,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,6.0,0
白客,2017-02-05,大闹天竺,10.0,1
白客,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,10.0,1
白客,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-05,大闹天竺,8.0,0
白客,2017-02-05,大闹天竺,10.0,0
白客,2017-02-05,大闹天竺,2.0,1
白客,2017-02-05,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,6.0,1
岳云鹏,2017-02-04,大闹天竺,6.0,1
岳云鹏,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,6.0,1
王宝强,2017-02-04,大闹天竺,8.0,1
白客,2017-02-04,大闹天竺,5.0,1
白客,2017-02-04,大闹天竺,4.0,0
白客,2017-02-04,大闹天竺,8.0,0
王宝强,2017-02-04,大闹天竺,10.0,1
白客,2017-02-04,大闹天竺,8.0,0
柳岩,2017-02-04,大闹天竺,3.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
岳云鹏,2017-02-04,大闹天竺,7.0,0
王宝强,2017-02-04,大闹天竺,7.0,0
白客,2017-02-04,大闹天竺,7.0,0
白客,2017-02-04,大闹天竺,7.0,0
柳岩,2017-02-04,大闹天竺,7.0,0
柳岩,2017-02-04,大闹天竺,7.0,0
王宝强,2017-02-04,大闹天竺,7.0,0
岳云鹏,2017-02-04,大闹天竺,6.0,0
王宝强,2017-02-04,大闹天竺,5.0,0
白客,2017-02-04,大闹天竺,5.0,0
王宝强,2017-02-04,大闹天竺,5.0,0
王宝强,2017-02-04,大闹天竺,3.0,0
白客,2017-02-04,大闹天竺,4.0,0
岳云鹏,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,8.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,1
岳云鹏,2017-02-04,大闹天竺,10.0,1
岳云鹏,2017-02-04,大闹天竺,10.0,1
白客,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
岳云鹏,2017-02-04,大闹天竺,10.0,1
岳云鹏,2017-02-04,大闹天竺,10.0,1
岳云鹏,2017-02-04,大闹天竺,10.0,1
白客,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,8.0,0
王宝强,2017-02-04,大闹天竺,10.0,0
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
柳岩,2017-02-04,大闹天竺,7.0,1
柳岩,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
岳云鹏,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,10.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
岳云鹏,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,7.0,1
王宝强,2017-02-04,大闹天竺,8.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
王宝强,2017-02-04,大闹天竺,9.0,0
白客,2017-02-04,大闹天竺,9.0,1
白客,2017-02-04,大闹天竺,9.0,1
岳云鹏,2017-02-04,大闹天竺,9.0,1
岳云鹏,2017-02-04,大闹天竺,9.0,1
王宝强,2017-02-04,大闹天竺,1.0,1
白客,2017-02-03,大闹天竺,7.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
柳岩,2017-02-03,大闹天竺,8.0,1
岳云鹏,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,10.0,0
岳云鹏,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,6.0,0
白客,2017-02-03,大闹天竺,7.0,0
岳云鹏,2017-02-03,大闹天竺,5.0,0
王宝强,2017-02-03,大闹天竺,1.0,0
白客,2017-02-03,大闹天竺,6.0,0
柳岩,2017-02-03,大闹天竺,6.0,0
柳岩,2017-02-03,大闹天竺,6.0,0
王宝强,2017-02-03,大闹天竺,10.0,1
王宝强,2017-02-03,大闹天竺,7.0,0
王宝强,2017-02-03,大闹天竺,5.0,1
王宝强,2017-02-03,大闹天竺,5.0,1
王宝强,2017-02-03,大闹天竺,5.0,1
白客,2017-02-03,大闹天竺,5.0,1
白客,2017-02-03,大闹天竺,5.0,1
王宝强,2017-02-03,大闹天竺,5.0,1
王宝强,2017-02-03,大闹天竺,5.0,1
王宝强,2017-02-03,大闹天竺,5.0,1
柳岩,2017-02-03,大闹天竺,5.0,0
柳岩,2017-02-03,大闹天竺,5.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,1.0,0
王宝强,2017-02-03,大闹天竺,5.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,0
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,8.0,1
白客,2017-02-03,大闹天竺,8.0,0
白客,2017-02-03,大闹天竺,6.0,1
白客,2017-02-03,大闹天竺,6.0,1
岳云鹏,2017-02-03,大闹天竺,6.0,1
白客,2017-02-03,大闹天竺,4.0,1
白客,2017-02-03,大闹天竺,4.0,1
柳岩,2017-02-03,大闹天竺,4.0,0
柳岩,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,8.0,1
白客,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,6.0,0
王宝强,2017-02-03,大闹天竺,3.0,1
王宝强,2017-02-03,大闹天竺,2.0,0
白客,2017-02-03,大闹天竺,10.0,1
柳岩,2017-02-03,大闹天竺,7.0,1
柳岩,2017-02-03,大闹天竺,7.0,1
岳云鹏,2017-02-03,大闹天竺,7.0,1
柳岩,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
王宝强,2017-02-03,大闹天竺,4.0,0
柳岩,2017-02-03,大闹天竺,8.0,1
柳岩,2017-02-03,大闹天竺,8.0,1
岳云鹏,2017-02-03,大闹天竺,8.0,1
柳岩,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,3.0,1
白客,2017-02-03,大闹天竺,8.0,0
岳云鹏,2017-02-03,大闹天竺,10.0,1
岳云鹏,2017-02-03,大闹天竺,10.0,0
柳岩,2017-02-03,大闹天竺,10.0,0
柳岩,2017-02-03,大闹天竺,10.0,0
岳云鹏,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,9.0,0
白客,2017-02-03,大闹天竺,9.0,0
柳岩,2017-02-03,大闹天竺,9.0,1
柳岩,2017-02-03,大闹天竺,9.0,1
白客,2017-02-03,大闹天竺,2.0,0
白客,2017-02-03,大闹天竺,2.0,0
柳岩,2017-02-03,大闹天竺,2.0,0
柳岩,2017-02-03,大闹天竺,2.0,0
岳云鹏,2017-02-03,大闹天竺,2.0,0
王宝强,2017-02-03,大闹天竺,9.0,0
白客,2017-02-03,大闹天竺,8.0,1
王宝强,2017-02-03,大闹天竺,7.0,1
王宝强,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,10.0,0
白客,2017-02-03,大闹天竺,10.0,0
岳云鹏,2017-02-03,大闹天竺,10.0,1
柳岩,2017-02-03,大闹天竺,10.0,0
柳岩,2017-02-03,大闹天竺,10.0,0
柳岩,2017-02-03,大闹天竺,4.0,0
柳岩,2017-02-03,大闹天竺,8.0,1
白客,2017-02-03,大闹天竺,8.0,0
白客,2017-02-03,大闹天竺,8.0,0
白客,2017-02-03,大闹天竺,9.0,0
白客,2017-02-03,大闹天竺,10.0,0
王宝强,2017-02-03,大闹天竺,6.0,1
王宝强,2017-02-03,大闹天竺,7.0,0
白客,2017-02-02,大闹天竺,6.0,0
白客,2017-02-02,大闹天竺,2.0,0
白客,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,8.0,1
白客,2017-02-02,大闹天竺,4.0,0
白客,2017-02-02,大闹天竺,4.0,0
岳云鹏,2017-02-02,大闹天竺,4.0,0
岳云鹏,2017-02-02,大闹天竺,4.0,0
王宝强,2017-02-02,大闹天竺,1.0,1
白客,2017-02-02,大闹天竺,6.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
岳云鹏,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,8.0,1
白客,2017-02-02,大闹天竺,6.0,0
岳云鹏,2017-02-02,大闹天竺,1.0,0
白客,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,2.0,1
白客,2017-02-02,大闹天竺,7.0,0
王宝强,2017-02-02,大闹天竺,2.0,0
王宝强,2017-02-02,大闹天竺,9.0,0
岳云鹏,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,8.0,0
柳岩,2017-02-02,大闹天竺,7.0,0
柳岩,2017-02-02,大闹天竺,7.0,0
岳云鹏,2017-02-02,大闹天竺,7.0,0
柳岩,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,5.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,9.0,1
柳岩,2017-02-02,大闹天竺,9.0,1
白客,2017-02-02,大闹天竺,9.0,0
白客,2017-02-02,大闹天竺,5.0,0
白客,2017-02-02,大闹天竺,6.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
岳云鹏,2017-02-02,大闹天竺,6.0,1
白客,2017-02-02,大闹天竺,6.0,0
岳云鹏,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,6.0,1
白客,2017-02-02,大闹天竺,7.0,0
白客,2017-02-02,大闹天竺,5.0,1
王宝强,2017-02-02,大闹天竺,10.0,0
柳岩,2017-02-02,大闹天竺,10.0,0
柳岩,2017-02-02,大闹天竺,10.0,0
岳云鹏,2017-02-02,大闹天竺,10.0,0
岳云鹏,2017-02-02,大闹天竺,10.0,0
柳岩,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,6.0,0
岳云鹏,2017-02-02,大闹天竺,5.0,1
柳岩,2017-02-02,大闹天竺,5.0,0
柳岩,2017-02-02,大闹天竺,5.0,0
白客,2017-02-02,大闹天竺,4.0,1
王宝强,2017-02-02,大闹天竺,10.0,0
柳岩,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,6.0,0
王宝强,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,10.0,1
柳岩,2017-02-02,大闹天竺,10.0,1
岳云鹏,2017-02-02,大闹天竺,10.0,1
岳云鹏,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,2.0,0
王宝强,2017-02-02,大闹天竺,6.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
王宝强,2017-02-02,大闹天竺,10.0,0
白客,2017-02-02,大闹天竺,10.0,1
白客,2017-02-02,大闹天竺,10.0,1
岳云鹏,2017-02-02,大闹天竺,10.0,1
岳云鹏,2017-02-02,大闹天竺,10.0,1
王宝强,2017-02-02,大闹天竺,1.0,0
王宝强,2017-02-02,大闹天竺,6.0,0
王宝强,2017-02-02,大闹天竺,3.0,1
王宝强,2017-02-02,大闹天竺,8.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,3.0,1
岳云鹏,2017-02-02,大闹天竺,1.0,1
柳岩,2017-02-02,大闹天竺,1.0,0
柳岩,2017-02-02,大闹天竺,1.0,0
王宝强,2017-02-02,大闹天竺,8.0,0
白客,2017-02-02,大闹天竺,8.0,1
王宝强,2017-02-02,大闹天竺,7.0,0
王宝强,2017-02-02,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,9.0,0
白客,2017-02-01,大闹天竺,6.0,0
白客,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,8.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,1.0,0
王宝强,2017-02-01,大闹天竺,1.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,9.0,0
王宝强,2017-02-01,大闹天竺,10.0,1
王宝强,2017-02-01,大闹天竺,8.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,8.0,0
岳云鹏,2017-02-01,大闹天竺,8.0,0
岳云鹏,2017-02-01,大闹天竺,8.0,0
柳岩,2017-02-01,大闹天竺,8.0,0
岳云鹏,2017-02-01,大闹天竺,8.0,0
王宝强,2017-02-01,大闹天竺,9.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,9.0,0
王宝强,2017-02-01,大闹天竺,7.0,1
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
岳云鹏,2017-02-01,大闹天竺,6.0,1
王宝强,2017-02-01,大闹天竺,4.0,0
柳岩,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,10.0,1
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,9.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
岳云鹏,2017-02-01,大闹天竺,3.0,1
岳云鹏,2017-02-01,大闹天竺,9.0,0
白客,2017-02-01,大闹天竺,9.0,0
岳云鹏,2017-02-01,大闹天竺,9.0,0
柳岩,2017-02-01,大闹天竺,9.0,0
白客,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,4.0,0
王宝强,2017-02-01,大闹天竺,10.0,1
王宝强,2017-02-01,大闹天竺,2.0,0
白客,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,9.0,0
王宝强,2017-02-01,大闹天竺,9.0,1
王宝强,2017-02-01,大闹天竺,7.0,0
柳岩,2017-02-01,大闹天竺,1.0,0
柳岩,2017-02-01,大闹天竺,6.0,1
柳岩,2017-02-01,大闹天竺,6.0,1
柳岩,2017-02-01,大闹天竺,6.0,1
岳云鹏,2017-02-01,大闹天竺,6.0,1
岳云鹏,2017-02-01,大闹天竺,6.0,1
白客,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,1
王宝强,2017-02-01,大闹天竺,6.0,1
岳云鹏,2017-02-01,大闹天竺,7.0,0
柳岩,2017-02-01,大闹天竺,7.0,0
柳岩,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,8.0,1
白客,2017-02-01,大闹天竺,8.0,1
白客,2017-02-01,大闹天竺,8.0,1
白客,2017-02-01,大闹天竺,8.0,1
白客,2017-02-01,大闹天竺,8.0,1
柳岩,2017-02-01,大闹天竺,8.0,1
岳云鹏,2017-02-01,大闹天竺,8.0,1
王宝强,2017-02-01,大闹天竺,10.0,1
王宝强,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,7.0,0
白客,2017-02-01,大闹天竺,7.0,0
白客,2017-02-01,大闹天竺,7.0,1
白客,2017-02-01,大闹天竺,7.0,1
岳云鹏,2017-02-01,大闹天竺,7.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
王宝强,2017-02-01,大闹天竺,5.0,1
岳云鹏,2017-02-01,大闹天竺,5.0,0
岳云鹏,2017-02-01,大闹天竺,5.0,0
柳岩,2017-02-01,大闹天竺,5.0,0
柳岩,2017-02-01,大闹天竺,5.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,4.0,0
岳云鹏,2017-02-01,大闹天竺,1.0,0
王宝强,2017-02-01,大闹天竺,8.0,0
柳岩,2017-02-01,大闹天竺,8.0,1
柳岩,2017-02-01,大闹天竺,8.0,1
岳云鹏,2017-02-01,大闹天竺,8.0,0
白客,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,1.0,1
白客,2017-02-01,大闹天竺,7.0,1
白客,2017-02-01,大闹天竺,7.0,1
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,0
白客,2017-02-01,大闹天竺,1.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,1.0,0
王宝强,2017-02-01,大闹天竺,8.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,6.0,0
白客,2017-02-01,大闹天竺,6.0,0
白客,2017-02-01,大闹天竺,6.0,0
岳云鹏,2017-02-01,大闹天竺,6.0,1
岳云鹏,2017-02-01,大闹天竺,6.0,1
柳岩,2017-02-01,大闹天竺,6.0,1
柳岩,2017-02-01,大闹天竺,6.0,1
岳云鹏,2017-02-01,大闹天竺,7.0,0
王宝强,2017-02-01,大闹天竺,7.0,1
白客,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,1.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,8.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,8.0,0
柳岩,2017-02-01,大闹天竺,6.0,0
王宝强,2017-02-01,大闹天竺,10.0,0
白客,2017-02-01,大闹天竺,2.0,0
白客,2017-02-01,大闹天竺,7.0,0
白客,2017-02-01,大闹天竺,7.0,1
岳云鹏,2017-02-01,大闹天竺,10.0,0
柳岩,2017-02-01,大闹天竺,10.0,0
王宝强,2017-01-31,大闹天竺,9.0,1
白客,2017-01-31,大闹天竺,8.0,1
白客,2017-01-31,大闹天竺,6.0,1
王宝强,2017-01-31,大闹天竺,10.0,0
王宝强,2017-01-31,大闹天竺,5.0,0
白客,2017-01-31,大闹天竺,5.0,0
王宝强,2017-01-31,大闹天竺,5.0,0
王宝强,2017-01-31,大闹天竺,1.0,0
王宝强,2017-01-31,大闹天竺,10.0,0
白客,2017-01-31,大闹天竺,10.0,1
岳云鹏,2017-01-31,大闹天竺,7.0,0
白客,2017-01-31,大闹天竺,7.0,1
白客,2017-01-31,大闹天竺,7.0,1
白客,2017-01-31,大闹天竺,8.0,0
王宝强,2017-01-31,大闹天竺,9.0,0
